,county,state,state_abbrev,size_rank,avg_home_price,area_sq_mi,unemployment_rate,unemployment_change,high_school,population,int_migration_rate,net_migration_rate,pop_growth,poverty_rate,median_hh_income,property_tax_rate,amazon_indicator,walmart_indicator,warehouse_target,pop_density,latitude,longitude
122,Pike County,Illinois,IL,2010,68461.0,848.88,4.6,-4.4,88.19999999999997,15672,-0.063673989,-3.629417383,-4.404050262291082,15.9,43301,1.9543265129365657,0,0,0,18.461973423805485,39.61087070000001,-90.8538306
123,Clark County,Illinois,IL,2018,85120.83333333331,504.82,4.9,-6.799999999999999,91.4,15809,0.0,-3.031355584,-2.9586888466024184,11.0,55205,1.9543265129365657,0,0,0,31.31611267382433,39.3260541,-87.78385259999997
124,Richland County,Illinois,IL,2028,80582.33333333331,361.9,4.8,-4.1000000000000005,87.7,15848,0.0631512472,1.8945374171,-2.1365938001729035,15.4,48489,1.9543265129365657,0,1,1,43.79110251450677,38.7060457,-88.09493520000002
125,Massac County,Illinois,IL,2074,71679.0,241.81,6.6,-2.9000000000000004,85.4,14312,-0.069562798,-6.886716984,-6.944083224967492,15.3,47646,1.9543265129365657,0,0,0,59.18696497249908,37.21774170000001,-88.7163312
126,Carroll County,Illinois,IL,2077,95723.41666666669,466.36,4.7,-5.7,91.5,14481,0.0,-4.60892894,-5.918659043659043,11.5,49744,1.9543265129365657,0,0,0,31.051119306973163,42.0647352,-89.9556785
127,Moultrie County,Illinois,IL,2107,79632.91666666669,344.48,3.9,-4.6,85.30000000000003,14703,0.13649082099999998,5.2548966082,-1.056527590847914,9.0,60496,1.9543265129365657,0,0,0,42.68172317696239,39.6391442,-88.6087498
128,Washington County,Illinois,IL,2118,100070.25,563.91,3.0,-4.2,92.1,13951,0.2133029969,-15.92662377,-5.172648178357803,8.1,56118,1.9543265129365657,0,0,0,24.73976343742796,38.3662806,-89.4201902
129,Mason County,Illinois,IL,2120,65341.16666666666,563.46,6.1,-6.1,88.80000000000003,13688,0.0,2.7776762545,-6.572930175414648,13.7,51731,1.9543265129365657,0,0,0,24.292762574095764,40.2302271,-89.8660433
130,White County,Illinois,IL,2121,72840.91666666669,501.86,4.9,-3.6,89.69999999999997,13925,0.0714413288,-7.072691552,-4.623287671232877,15.3,48202,1.9543265129365657,0,0,0,27.74678197106763,38.0632329,-88.1577725
131,Ford County,Illinois,IL,2151,79682.25,486.24,4.9,-4.5,89.60000000000002,13317,0.0750103139,0.0750103139,-5.425751012001988,11.6,55356,1.9543265129365657,0,0,0,27.387709772951627,40.49809550000001,-88.25529870000003
132,Greene County,Illinois,IL,2171,58226.0,546.27,5.2,-4.1000000000000005,86.7,13168,0.0760832351,7.151824095599999,-5.1979841612670965,14.8,47188,1.9543265129365657,0,0,0,24.10529591593901,39.3573664,-90.3898985
133,Clay County,Illinois,IL,2179,62208.33333333334,469.59,5.4,-5.9,89.0,13272,0.0752247339,-1.6549441459999998,-4.013885875461054,13.2,45028,1.9543265129365657,0,0,0,28.262952788602824,38.7340694,-88.49106929999998
134,Cass County,Illinois,IL,2192,72047.0,383.76,4.6,-3.700000000000001,84.5,12461,3.1836994588,-18.06749443,-8.63029769760962,13.3,50568,1.9543265129365657,0,0,0,32.470815092766316,39.9682127,-90.250722
135,Menard County,Illinois,IL,2238,146124.83333333337,315.46,4.2,-3.3,92.7,12286,-0.243062589,-10.12760786,-3.229363579080025,8.7,65367,1.9543265129365657,0,0,0,38.94630064033476,40.0166667,-89.78580649999998
136,Marshall County,Illinois,IL,2244,84260.75,398.51,5.5,-4.800000000000002,92.8,11685,0.16977928690000002,-13.6672326,-7.474859450471138,9.7,55337,1.9543265129365657,0,0,0,29.32172341973852,41.0324537,-89.29984559999998
137,Johnson County,Illinois,IL,2248,85679.0,348.86,7.6,-4.9,83.10000000000002,12425,0.0,-2.089864159,-1.451459390862944,15.0,49763,1.9543265129365657,0,0,0,35.616006420913834,37.4501818,-88.8844045
138,Wabash County,Illinois,IL,2282,84063.25,227.51,5.1,-4.700000000000001,89.60000000000002,11550,3.2045730123,-1.645591547,-3.0715005035246725,13.8,52535,1.9543265129365657,0,0,0,50.7669992527801,38.4615994,-87.8460903
139,Cumberland County,Illinois,IL,2336,87715.33333333331,347.0,4.0,-5.199999999999998,88.5,10864,0.0,-1.656543346,-1.7099430018999366,10.3,55622,1.9543265129365657,0,0,0,31.30835734870317,39.2744299,-88.2423795
140,Jasper County,Illinois,IL,2423,77045.75,498.12,5.1,-3.8000000000000007,88.70000000000002,9540,0.8369951873,-4.812722327,-1.9023136246786632,11.9,55240,1.9543265129365657,0,0,0,19.15201156347868,39.00824229999999,-88.1552371
141,Hamilton County,Illinois,IL,2532,57872.75,435.89,4.6,-4.800000000000002,90.1,8195,0.1220926683,0.73255601,-2.9718209803457256,12.9,49092,1.9543265129365657,0,0,0,18.80061483401776,38.0619569,-88.53011359999998
142,Henderson County,Illinois,IL,2603,71492.0,395.22,5.2,-4.1000000000000005,89.60000000000002,6819,0.1459321416,-6.858810653,-7.136047936810567,11.2,51014,1.9543265129365657,0,0,0,17.253681493851527,40.8156124,-90.9104547
143,Edwards County,Illinois,IL,2649,43211.142857142855,222.72,4.7,-3.999999999999999,89.6,6471,0.0,-10.91803783,-3.9055539055539055,10.9,48649,1.9543265129365657,0,0,0,29.05441810344828,38.410254,-88.0584362
144,Putnam County,Illinois,IL,2696,103679.5,172.22,5.0,-7.0,92.4,5718,0.3498950315,2.6242127362,-4.890219560878244,8.0,64000,1.9543265129365657,0,0,0,33.201718731854605,41.2025915,-89.26764140000002
145,Stark County,Illinois,IL,2698,73875.5,288.35,6.4,-3.299999999999999,90.4,5457,0.0,-9.666241109,-8.592964824120603,11.1,51446,1.9543265129365657,0,0,0,18.9249176348188,41.0712135,-89.80668309999999
146,Calhoun County,Illinois,IL,2739,119628.0,283.58,5.5,-4.5,91.3,4841,0.0,-1.648295045,-5.0039246467817895,10.5,55138,1.9543265129365657,0,0,0,17.07102052330912,39.13975070000001,-90.6506113
147,Pope County,Illinois,IL,2758,103124.0,374.3,6.4,-3.1,86.5,4194,0.0,6.6881643378,-6.174496644295303,18.4,43119,1.9543265129365657,0,0,0,11.20491584290676,37.3933531,-88.59044250000002
148,Harris County,Texas,TX,3,178261.16666666663,1777.48,5.1,-3.200000000000001,80.5,4664159,7.6409492037,-2.082564863,13.543191194957528,15.9,58664,1.6159347353052838,1,1,1,2624.028962351194,29.8119769,-95.3741247
149,Dallas County,Texas,TX,9,175145.0,908.61,3.9,-4.699999999999998,78.30000000000003,2622799,5.3696159802,2.4671934026,10.558072306220854,14.8,56732,1.6159347353052838,1,1,1,2886.605914528786,32.762040500000005,-96.7790069
150,Tarrant County,Texas,TX,16,184492.08333333328,902.3,3.7,-4.4,85.4,2057468,3.8756680212,8.5557661891,13.202755202593446,11.6,65021,1.6159347353052838,1,1,1,2280.2482544608224,32.7513658,-97.335696
151,Bexar County,Texas,TX,19,163763.91666666663,1256.09,3.5,-3.8,83.7,1958841,2.59646006,7.8799065213,13.697380220622165,15.6,54163,1.6159347353052838,1,0,1,1559.4750376167315,29.4263987,-98.5104781
152,Travis County,Texas,TX,39,333260.33333333326,1023.01,3.1,-3.7,88.8,1227771,5.0974589118,9.2796100822,19.138722551984934,11.5,72785,1.6159347353052838,0,0,0,1200.155423700648,30.287856899999994,-97.7561392
153,El Paso County,Texas,TX,69,122666.58333333331,1014.96,4.6,-4.6,76.9,840545,1.8825671305,-5.685829332999999,4.590278166626226,21.0,44120,1.6159347353052838,0,0,0,828.1557893907149,31.8072184,-106.2230394
154,Collin County,Texas,TX,74,318400.83333333326,886.1,3.5,-3.7,93.6,971393,5.712459636799999,21.837887288,23.20583538699011,5.9,95394,1.6159347353052838,0,0,0,1096.2566301771808,33.160962899999994,-96.6060984
155,Hidalgo County,Texas,TX,75,100197.91666666669,1582.91,7.5,-4.300000000000002,63.7,858323,1.1959363907,-2.994521745,10.152551356304372,29.5,36978,1.6159347353052838,0,0,0,542.2437156881945,26.3530256,-98.216445
156,Denton County,Texas,TX,91,279064.83333333326,952.98,3.3,-3.8,92.1,835330,2.8870268188,25.515864346,25.280457370479695,7.1,86462,1.6159347353052838,1,1,1,876.5451530987009,33.1838787,-97.1413417
157,Fort Bend County,Texas,TX,107,256508.41666666663,885.34,4.6,-3.0,89.7,766136,7.255675784199999,21.625252826,29.79636092569376,8.0,91661,1.6159347353052838,0,0,0,865.3579415817653,29.511218,-95.7807348
158,Montgomery County,Texas,TX,143,238744.0,1076.88,4.4,-3.1,87.60000000000002,572146,2.7893804933,22.708713665999998,24.593541081422444,8.9,77149,1.6159347353052838,0,1,1,531.2996805586508,30.301949,-95.5065944
159,Williamson County,Texas,TX,159,270717.08333333326,1134.44,3.3,-3.9,92.9,545948,2.2451561455,27.396494575,28.071426560696626,6.1,82131,1.6159347353052838,0,0,0,481.2488981347625,30.6580927,-97.6041649
160,Cameron County,Texas,TX,165,98004.83333333331,1276.46,6.9,-4.299999999999999,66.2,423181,1.0694200289,-6.854225274,3.808867323759855,27.7,36624,1.6159347353052838,0,0,0,331.5270357081303,26.1291189,-97.4134281
161,Nueces County,Texas,TX,190,147736.75,1165.6,5.4,-2.7,82.19999999999997,361014,1.7183176536000002,-6.66297731,6.101636135463905,16.1,51910,1.6159347353052838,0,0,0,309.72374742621827,27.7153774,-97.6199942
162,Brazoria County,Texas,TX,203,206955.5,1608.59,5.3,-3.2,87.5,362700,1.8004739852,18.353668919,15.345352316924634,9.0,80840,1.6159347353052838,0,0,0,225.47697051455003,29.18161,-95.4993375
163,Bell County,Texas,TX,206,131805.66666666663,1087.84,4.3,-3.4000000000000004,90.7,347851,2.7860165188,7.7515105433,11.18778967556337,13.8,52164,1.6159347353052838,0,1,1,319.76301662009115,31.0081659,-97.4314413
164,Galveston County,Texas,TX,222,200477.5,873.81,5.3,-3.8,88.0,334304,1.5411852348,12.682355993,14.301344383812687,12.0,69674,1.6159347353052838,0,0,0,382.58202584085785,29.387225399999995,-94.992736
165,Lubbock County,Texas,TX,231,129085.41666666669,900.7,3.2,-3.1,85.6,304875,1.3706664206,3.6243583238,8.765839945202353,18.9,47460,1.6159347353052838,0,0,0,338.48673254135673,33.583124100000006,-101.818598
166,Jefferson County,Texas,TX,257,104731.91666666669,1112.65,7.4,-3.9,83.80000000000003,256591,2.9752272364,-2.994724138,1.6350910826536955,18.6,47852,1.6159347353052838,0,0,0,230.61250168516602,29.834772,-94.1704496
167,Webb County,Texas,TX,261,149606.0,3375.59,4.2,-3.999999999999999,66.6,273982,2.3531478384,-8.098780974,8.986399672223747,27.3,41979,1.6159347353052838,0,1,1,81.16566289152415,27.698362100000004,-99.2523577
168,McLennan County,Texas,TX,272,133335.41666666663,1060.23,3.9,-3.5000000000000004,84.0,251147,1.4073889927,8.8894056889,6.4556602533942025,17.3,47306,1.6159347353052838,0,1,1,236.87973364270016,31.5487691,-97.2189254
169,Smith County,Texas,TX,295,147214.5,949.72,4.1,-3.8000000000000007,84.9,227460,1.4089981537,4.9072004664,8.104254591080188,15.6,54044,1.6159347353052838,0,0,0,239.50216906035462,32.3402898,-95.2563971
170,Brazos County,Texas,TX,322,194754.75,591.24,3.1,-3.2,85.9,223572,7.2296542026,7.4189593625,14.263810735805952,23.9,46083,1.6159347353052838,0,0,0,378.1408565049726,30.65215735,-96.38111441360184
171,Hays County,Texas,TX,396,257582.75,679.92,3.2,-3.8,89.0,214277,1.1418061079,40.297633977,35.43662933279397,12.2,66525,1.6159347353052838,1,0,1,315.15031180138834,30.0447901,-98.0393127
172,Johnson County,Texas,TX,413,174538.66666666663,734.46,3.8,-4.9,84.1,167101,0.0121251069,21.412938702,10.481460911879829,10.4,61813,1.6159347353052838,0,1,1,227.51545353048496,32.3766071,-97.3568623
173,Ellis County,Texas,TX,418,196426.16666666663,951.75,3.5,-4.5,84.80000000000003,173636,0.7424664501999999,24.729394364,15.471733246437145,8.5,71512,1.6159347353052838,0,0,0,182.43866561597062,32.33478289999999,-96.7920233
174,Ector County,Texas,TX,449,164101.0,901.78,4.1,-4.200000000000001,74.9,157173,1.8794963458,-13.7152436,14.655354785057227,13.5,54422,1.6159347353052838,0,0,0,174.2919559094236,31.8941755,-102.5794339
175,Midland County,Texas,TX,451,211515.5,902.05,3.0,-2.9000000000000004,83.7,165386,2.7274273496,-1.822334532,20.732926962806147,10.7,76307,1.6159347353052838,0,0,0,183.34460395765203,31.83688,-102.0103767
176,Guadalupe County,Texas,TX,469,208854.66666666663,714.81,3.3,-3.4000000000000004,88.2,159841,0.6232530629999999,28.27533794,20.547376994781143,9.3,66886,1.6159347353052838,0,0,0,223.61326786138974,29.6480061,-97.8279576
177,Taylor County,Texas,TX,470,123586.08333333331,919.3,3.5,-3.3,87.30000000000003,136696,2.2787555503,-2.271428362,3.6887577465429753,15.2,50338,1.6159347353052838,0,0,0,148.6957467638421,32.27931210000001,-99.8812612
178,Wichita County,Texas,TX,471,87476.91666666669,633.12,3.7,-4.1,86.19999999999997,131899,2.4758678828,2.0885388582,0.07511380880121396,16.8,44593,1.6159347353052838,0,0,0,208.33175385392968,33.9516534,-98.7088886
179,Gregg County,Texas,TX,497,131230.41666666663,275.76,5.2,-2.7,84.6,123123,1.151317123,-6.616019524,0.9312467721970374,16.5,47208,1.6159347353052838,0,0,0,446.4860748476937,32.4492408,-94.8532848
180,Potter County,Texas,TX,499,82081.25,921.99,3.2,-3.1,76.6,120518,5.4528428537,-7.474869687000001,-0.7101664195089801,18.5,43778,1.6159347353052838,0,0,0,130.71508367769715,35.3683354,-101.8776577
181,Grayson County,Texas,TX,500,138074.75,979.18,3.5,-4.699999999999998,88.2,131214,1.2252210599,20.759405883,8.414442700156986,13.4,54431,1.6159347353052838,0,0,0,134.00396249923406,33.5636114,-96.6702111
182,Randall County,Texas,TX,501,161638.83333333337,922.43,2.8,-2.4000000000000004,91.6,134433,1.3711768144,10.242615876,10.934792295885527,8.8,63077,1.6159347353052838,0,0,0,145.73788796981884,34.9444713,-101.8850309
183,Parker County,Texas,TX,510,235671.58333333328,910.09,3.5,-4.1,89.4,133704,0.7306547731999999,32.415194575,13.960366503302795,8.0,74076,1.6159347353052838,0,0,0,146.91294267599906,32.7599475,-97.7935767
184,Tom Green County,Texas,TX,537,128058.75,1540.55,3.7,-2.8999999999999995,84.3,117689,-0.203982763,-3.5102033880000003,6.334592240553678,13.5,49462,1.6159347353052838,0,0,0,76.39414494823278,31.3782559,-100.4133839
185,Comal County,Texas,TX,541,291900.16666666674,574.88,3.4,-3.6,92.2,140790,1.0685624564,44.523435683,28.84597785302461,8.9,72562,1.6159347353052838,1,1,1,244.9032841636516,29.7979704,-98.2690787
186,Kaufman County,Texas,TX,564,192803.25,807.66,3.5,-5.0,86.0,122845,0.5480020757999999,33.868188895,18.24525940899028,9.3,65942,1.6159347353052838,0,1,1,152.0998935195503,32.619916100000005,-96.2967512
187,Bowie County,Texas,TX,621,109725.0,922.97,4.6,-3.8000000000000007,87.3,93977,1.0427140357,-2.245027158,1.4476013644803316,15.9,49153,1.6159347353052838,0,0,0,101.8202108410891,33.4198886,-94.4479626
188,Angelina County,Texas,TX,650,107786.33333333331,864.71,5.1,-3.4000000000000004,81.10000000000002,87711,0.6154898273,-3.5789593660000003,0.9274495138369484,20.0,45318,1.6159347353052838,0,0,0,101.43400677683849,31.2544545,-94.6181177
189,Hunt County,Texas,TX,652,132060.66666666663,882.02,4.0,-4.9,84.5,93927,1.151342336,18.593640717,8.731941100203741,16.9,53421,1.6159347353052838,0,0,0,106.49078252193829,33.1161567,-96.0808922
190,Orange County,Texas,TX,673,122087.75,379.53,6.9,-4.799999999999999,89.10000000000002,84936,-0.011801568,3.8237081708,3.5640691109945983,13.7,57257,1.6159347353052838,0,0,0,223.7925855663584,30.1228634,-93.9041169
191,Henderson County,Texas,TX,689,131576.0,948.33,4.2,-4.6000000000000005,83.30000000000003,81061,0.7816862088,14.144798064000002,3.1021851390196127,17.2,44500,1.6159347353052838,0,0,0,85.47762909535709,32.182598,-95.7893178
192,Rockwall County,Texas,TX,691,264598.58333333326,148.72,3.4,-4.0,91.7,96877,1.3451807324,30.508278641999997,22.773644923771023,5.3,98442,1.6159347353052838,0,0,0,651.405325443787,32.8923464,-96.4066987
193,Liberty County,Texas,TX,715,124692.5,1176.34,7.1,-4.6,76.99999999999999,83809,0.8226370356,24.921063136999997,10.484338747099768,15.5,50420,1.6159347353052838,0,1,1,71.24555825696653,30.085673600000003,-94.7856262
194,Coryell County,Texas,TX,720,124368.83333333331,1056.76,4.4,-3.1,88.2,74883,2.1233690789,-6.4368798489999985,-1.0269627279936555,13.6,51486,1.6159347353052838,0,0,0,70.86093341913019,31.3689333,-97.8184077
195,Bastrop County,Texas,TX,731,203822.16666666663,895.55,3.6,-4.6,80.7,84809,-0.059653058,18.39700303,14.04884215056077,11.5,62992,1.6159347353052838,0,0,0,94.70046340237845,30.0900753,-97.3127179
196,Walker County,Texas,TX,774,167068.5,801.5,4.6,-3.1000000000000005,83.6,72383,3.0914257988,5.4897067998,6.066556276834255,23.1,42304,1.6159347353052838,0,0,0,90.30941983780413,30.679574100000004,-95.5522823
197,Harrison County,Texas,TX,797,124840.08333333331,915.75,5.2,-4.2,84.1,66540,0.9911398108,-3.649196576,1.1722848150344387,17.3,50584,1.6159347353052838,0,0,0,72.66175266175266,32.5233959,-94.3982158
198,San Patricio County,Texas,TX,805,140716.33333333337,707.94,7.7,-2.8,78.2,67223,0.9513545654,-6.495967892,4.336556519579692,19.0,50752,1.6159347353052838,0,0,0,94.95578721360563,27.997322600000004,-97.51304559999998
199,Nacogdoches County,Texas,TX,809,136267.25,981.19,4.3,-2.8,82.8,65599,1.4014562959,-5.529659081,1.411433695080852,23.9,42367,1.6159347353052838,0,0,0,66.85657212160743,31.597050300000006,-94.5927451
200,Starr County,Texas,TX,846,57739.66666666666,1229.09,11.8,-5.5,48.90000000000001,64267,0.8885978861,-8.106507031,5.102458011022619,32.0,28377,1.6159347353052838,0,0,0,52.28827831973249,26.5630409,-98.7479897
201,Wise County,Texas,TX,866,190257.0,922.58,4.0,-4.699999999999998,85.00000000000001,65863,0.5064106990999999,19.642596813,11.441430771052945,11.1,60675,1.6159347353052838,0,0,0,71.39001495805242,33.2139213,-97.6563925
202,Anderson County,Texas,TX,874,98648.08333333331,1078.0,3.6,-4.5,80.20000000000002,58212,0.7947340233,12.266546880999998,-0.4872044720242064,18.8,42412,1.6159347353052838,0,1,1,54.0,31.781924199999995,-95.6258199
203,Hardin County,Texas,TX,915,157184.33333333337,897.55,6.1,-3.8000000000000007,87.7,57159,0.1058023788,13.489803296,4.337111877772301,12.7,58829,1.6159347353052838,0,0,0,63.68336025848143,30.3049642,-94.403904
204,Maverick County,Texas,TX,919,123060.33333333331,1291.78,9.3,-5.899999999999999,59.2,58227,3.2485110991000004,-10.41586098,6.940567146635321,27.0,33507,1.6159347353052838,0,0,0,45.07501277307282,28.792861,-100.3110817
205,Rusk County,Texas,TX,928,125655.41666666669,938.41,5.1,-2.7,79.69999999999997,54320,0.4474189519,23.545422345,1.7971927062836153,15.2,49872,1.6159347353052838,0,0,0,57.88514615146897,32.051377,-94.7906553
206,Van Zandt County,Texas,TX,938,140316.25,859.61,3.8,-4.6000000000000005,83.80000000000003,55202,1.095090345,14.820222668,4.968719694232632,13.1,50308,1.6159347353052838,0,0,0,64.21749397982806,32.5375642,-95.8292165
207,Hood County,Texas,TX,960,201397.91666666663,436.83,4.2,-4.3,88.9,58154,0.940299677,25.997544773,13.4313801981743,10.6,64687,1.6159347353052838,0,0,0,133.12730352768813,32.4107555,-97.828282
208,Cherokee County,Texas,TX,966,106283.08333333331,1062.19,4.5,-4.300000000000002,79.19999999999997,52182,0.4418488493,1.2487032697,2.4301193467336684,17.2,47147,1.6159347353052838,0,0,0,49.12680405577157,31.8390826,-95.1791849
209,Lamar County,Texas,TX,978,93536.08333333331,933.1,4.2,-5.1000000000000005,84.69999999999997,49597,0.1412244157,-0.342973581,-0.4456131194925631,16.2,47212,1.6159347353052838,0,0,0,53.152931089915334,33.6383552,-95.582343
210,Kerr County,Texas,TX,983,204923.08333333328,1107.28,3.4,-3.3000000000000003,88.1,51850,0.6586977159,11.54658349,4.489943976462053,13.3,49748,1.6159347353052838,0,0,0,46.8264576258941,30.045717,-99.3884839
211,Val Verde County,Texas,TX,995,111243.58333333331,3232.67,5.1,-4.200000000000001,67.4,49096,1.386354601,-6.564796787000001,0.23683135973866884,21.4,41441,1.6159347353052838,0,0,0,15.187445671844015,29.9153286,-101.1284631
